"event-id","visible","timestamp","location-long","location-lat","algorithm-marked-outlier","argos:altitude","argos:best-level","argos:calcul-freq","argos:error-radius","argos:gdop","argos:iq","argos:lat1","argos:lat2","argos:lc","argos:lon1","argos:lon2","argos:nb-mes","argos:nb-mes-120","argos:nopc","argos:orientation","argos:pass-duration","argos:semi-major","argos:semi-minor","argos:sensor-1","argos:sensor-2","argos:sensor-3","argos:sensor-4","argos:valid-location-algorithm","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","ETOPO1 Elevation","NASA Distance to Coast","ECMWF Interim Full Daily SFC Sea Ice Cover","OSU Ocean NPP 0.083deg 8d NPP","NOAA Climate Indexes South Atlantic SST Index"
"1482669818","true","2016-05-01 06:44:07.000","-62.13017000000002","-64.49075","","0.0","-120.0","4.0167757717E8","980.0","449","46","-64.49075","-64.49075","1","-62.13017000000002","-62.13017000000002","6","0","3","98.0","454.0","4646.0","206.0","188","81","225","60","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-373.42947099993773","6.2859628738983675","NaN","NaN","NaN"
"1482669819","true","2016-05-01 06:48:46.000","-62.137189999999975","-64.46987","","0.0","-127.0","4.01677581E8","327.0","239","56","-64.46987","-64.46987","2","-62.137189999999975","-62.137189999999975","6","0","3","93.0","443.0","992.0","107.0","62","90","193","59","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-577.8209747599481","7.995156815705618","NaN","NaN","NaN"
"1482669820","true","2016-05-01 07:12:12.000","-62.10027000000002","-64.47492","","0.0","-124.0","4.0167758483E8","935.0","557","56","-64.47492","-64.47492","1","-62.10027000000002","-62.10027000000002","4","0","3","108.0","240.0","3825.0","228.0","214","29","129","60","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-433.2098224000092","7.374199289937828","NaN","NaN","NaN"
"1482669821","true","2016-05-01 07:43:00.000","-61.99243000000001","-64.45446","","0.0","-120.0","4.0167757609E8","336.0","252","58","-64.45446","-64.45446","2","-61.99243000000001","-61.99243000000001","4","0","3","103.0","340.0","999.0","113.0","191","221","113","59","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-485.3816446399946","7.725909819431082","NaN","NaN","NaN"
"1482669826","true","2016-05-01 11:03:51.000","-61.71300000000002","-64.40231","","0.0","-130.0","4.0167757717E8","384.0","467","58","-64.40231","-64.40231","2","-61.71300000000002","-61.71300000000002","4","0","3","95.0","362.0","537.0","274.0","189","22","65","66","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-375.86177199999946","6.260373875711832","NaN","NaN","NaN"
"1482669832","true","2016-05-01 15:05:53.000","-61.64265999999998","-64.39458","","0.0","-125.0","4.0167757776E8","446.0","524","58","-64.39458","-64.39458","2","-61.64265999999998","-61.64265999999998","4","0","3","114.0","455.0","756.0","263.0","214","253","113","60","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-286.04661919992407","2.868286419860946","NaN","NaN","NaN"
"1482669833","true","2016-05-01 16:27:05.000","-61.60459000000003","-64.35983","","0.0","-127.0","4.0167758148E8","1121.0","999","58","-64.35983","-64.35983","1","-61.60459000000003","-61.60459000000003","4","0","3","100.0","411.0","10874.0","115.0","186","195","161","58","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","42.36779607987613","1.2819432171128755","NaN","NaN","NaN"
"1482669834","true","2016-05-01 17:39:09.000","-61.62594999999999","-64.33033","","0.0","-126.0","4.016775772E8","1191.0","938","58","-64.33033","-64.33033","1","-61.62594999999999","-61.62594999999999","4","0","3","126.0","380.0","5292.0","268.0","176","123","1","98","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-212.77348559992524","2.867465060140735","NaN","NaN","NaN"
"1482669840","true","2016-05-01 22:13:52.000","-61.634090000000015","-64.30843","","0.0","-131.0","4.0167757539E8","421.0","850","58","-64.30843","-64.30843","2","-61.634090000000015","-61.634090000000015","4","0","3","112.0","689.0","1821.0","97.0","182","21","161","60","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-347.89822008005433","5.3193939905592345","NaN","NaN","NaN"
"1482669844","true","2016-05-01 23:43:23.000","-61.702470000000005","-64.3243","","0.0","-124.0","4.0167758112E8","841.0","924","58","-64.3243","-64.3243","1","-61.702470000000005","-61.702470000000005","4","0","3","169.0","432.0","1300.0","543.0","0","1","67","122","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-591.571514800046","5.952253746148655","NaN","NaN","NaN"
"1482669846","true","2016-05-02 00:18:29.000","-61.663400000000024","-64.32391","","0.0","-133.0","4.0167757663E8","1422.0","1021","56","-64.32391","-64.32391","1","-61.663400000000024","-61.663400000000024","4","0","3","70.0","399.0","11401.0","177.0","176","1","193","67","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-423.48785520010307","4.541124796161792","NaN","NaN","NaN"
"1482669849","true","2016-05-02 00:43:04.000","-61.62682000000001","-64.31342","","0.0","-125.0","4.016775761E8","145.0","251","66","-64.31342","-64.31342","3","-61.62682000000001","-61.62682000000001","6","0","3","73.0","687.0","350.0","60.0","185","65","177","66","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-285.72942272004127","4.669335223159395","NaN","NaN","NaN"
"1482669853","true","2016-05-02 03:06:11.000","-61.56491","-64.26185","","0.0","-116.0","4.0167757654E8","650.0","1193","57","-64.26185","-64.26185","1","-61.56491","-61.56491","4","2","3","83.0","500.0","13238.0","31.0","177","249","129","61","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-448.0767089999903","9.477479363380978","NaN","NaN","NaN"
"1482669855","true","2016-05-02 03:38:58.000","-61.60494","-64.26171","","0.0","-122.0","4.0167757754E8","184.0","385","56","-64.26171","-64.26171","3","-61.60494","-61.60494","4","0","3","126.0","452.0","290.0","117.0","214","96","209","61","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-462.43884807998325","9.840971533685988","NaN","NaN","NaN"
"1482669860","true","2016-05-02 06:24:58.000","-61.512310000000014","-64.13364","","0.0","-119.0","4.0167757556E8","750.0","491","58","-64.13364","-64.13364","1","-61.512310000000014","-61.512310000000014","4","1","2","86.0","369.0","2658.0","211.0","215","187","193","60","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-333.25075119999656","5.9934714956899615","NaN","NaN","NaN"
"1482669861","true","2016-05-02 06:36:32.000","-61.49662000000001","-64.12482","","0.0","-127.0","4.0167757682E8","146.0","290","66","-64.12482","-64.12482","3","-61.49662000000001","-61.49662000000001","4","0","3","95.0","512.0","370.0","57.0","178","102","129","59","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-356.20351215999335","6.477665291965225","NaN","NaN","NaN"
"1482669877","true","2016-05-02 17:31:58.000","-61.59044","-63.98884","","0.0","-130.0","4.0167757608E8","573.0","306","56","-63.98884","-63.98884","1","-61.59044","-61.59044","7","0","3","77.0","473.0","1364.0","240.0","221","84","209","61","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-379.75895807992913","7.785464569623224","NaN","NaN","NaN"
"1482669878","true","2016-05-02 20:23:48.000","-61.49651","-64.07142","","0.0","-131.0","4.0167757738E8","308.0","581","58","-64.07142","-64.07142","2","-61.49651","-61.49651","4","0","3","69.0","611.0","912.0","103.0","223","140","193","60","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-422.2455164800123","6.537425488143756","NaN","NaN","NaN"
"1482669879","true","2016-05-02 20:48:48.000","-61.55014","-64.08996","","0.0","-117.0","4.0167757537E8","702.0","886","56","-64.08996","-64.08996","1","-61.55014","-61.55014","4","2","3","101.0","230.0","11301.0","43.0","214","29","129","60","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-252.11277727999556","3.6261400938133335","NaN","NaN","NaN"
"1482669880","true","2016-05-02 20:49:24.000","-61.519889999999975","-64.09731","","0.0","-125.0","4.0167757781E8","157.0","238","56","-64.09731","-64.09731","3","-61.519889999999975","-61.519889999999975","5","0","3","75.0","290.0","383.0","64.0","188","225","225","60","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-392.288691520097","4.729441163480416","NaN","NaN","NaN"
"1482669882","true","2016-05-02 22:05:26.000","-61.58267000000001","-64.13558","","0.0","-121.0","4.0167757904E8","203.0","190","58","-64.13558","-64.13558","3","-61.58267000000001","-61.58267000000001","7","0","3","87.0","598.0","566.0","73.0","188","130","241","68","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-348.41782928000316","2.8052139882582656","NaN","NaN","NaN"
"1482669883","true","2016-05-02 22:27:39.000","-61.62742000000003","-64.15165","","0.0","-126.0","4.0167757899E8","238.0","295","56","-64.15165","-64.15165","3","-61.62742000000003","-61.62742000000003","5","0","3","83.0","530.0","476.0","119.0","189","172","177","67","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-229.01780480000167","1.4536100869227322","NaN","NaN","NaN"
"1482669884","true","2016-05-02 22:30:41.000","-61.60890999999998","-64.15094","","0.0","-123.0","4.0167757764E8","180.0","270","56","-64.15094","-64.15094","3","-61.60890999999998","-61.60890999999998","4","0","3","100.0","552.0","318.0","101.0","184","99","33","67","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-259.4850148001176","2.1154954519216687","NaN","NaN","NaN"
"1482669885","true","2016-05-02 22:42:11.000","-61.60187000000002","-64.15251","","0.0","-118.0","4.0167757734E8","436.0","423","56","-64.15251","-64.15251","2","-61.60187000000002","-61.60187000000002","5","2","3","76.0","597.0","2746.0","69.0","61","146","49","59","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-288.3107793999543","2.4224654089767266","NaN","NaN","NaN"
"1482669886","true","2016-05-02 23:24:06.000","-61.63704999999999","-64.18335","","0.0","-129.0","4.0167758697E8","790.0","1065","58","-64.18335","-64.18335","1","-61.63704999999999","-61.63704999999999","4","0","3","55.0","366.0","2515.0","248.0","180","156","81","66","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-266.0494670000426","2.022510478781416","NaN","NaN","NaN"
"1482669887","true","2016-05-02 23:45:17.000","-61.689959999999985","-64.19678","","0.0","-125.0","4.0167759316E8","540.0","468","57","-64.19678","-64.19678","1","-61.689959999999985","-61.689959999999985","5","0","3","80.0","753.0","5324.0","54.0","190","223","113","66","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-388.887126720066","3.5240813766297188","NaN","NaN","NaN"
"1482669889","true","2016-05-03 00:08:35.000","-61.73714000000001","-64.20114","","0.0","-129.0","4.0167759447E8","309.0","615","56","-64.20114","-64.20114","2","-61.73714000000001","-61.73714000000001","5","0","3","94.0","357.0","1851.0","51.0","190","186","241","69","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-509.7338299200033","4.971894510029903","NaN","NaN","NaN"
"1482669893","true","2016-05-03 01:48:46.000","-61.82758999999999","-64.2362","","0.0","-129.0","4.0167759099E8","264.0","470","58","-64.2362","-64.2362","2","-61.82758999999999","-61.82758999999999","6","0","3","89.0","538.0","1511.0","46.0","183","67","65","67","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-850.7756671999185","7.999709639805695","NaN","NaN","NaN"
"1482669895","true","2016-05-03 01:55:38.000","-61.83920999999998","-64.24038","","0.0","-127.0","4.0167759119E8","212.0","494","56","-64.24038","-64.24038","3","-61.83920999999998","-61.83920999999998","5","0","3","74.0","367.0","874.0","51.0","176","1","193","67","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-902.0064324798986","7.495363805427327","NaN","NaN","NaN"
"1482669969","true","2016-05-05 06:00:13.000","-62.25695999999999","-63.83652","","0.0","-127.0","4.0167758211E8","720.0","1394","58","-63.83652","-63.83652","1","-62.25695999999999","-62.25695999999999","4","0","3","22.0","168.0","1481.0","349.0","189","183","161","73","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-278.69310976000884","19.175790364075134","NaN","NaN","NaN"
"1482669998","true","2016-05-06 02:53:51.000","-62.01950999999997","-63.83083","","0.0","-128.0","4.0167758906E8","224.0","530","66","-63.83083","-63.83083","3","-62.01950999999997","-62.01950999999997","5","0","3","80.0","572.0","950.0","52.0","213","242","33","74","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-335.1270964800225","14.67536968990582","NaN","NaN","NaN"
"1482670029","true","2016-05-06 22:59:44.000","-62.26152000000002","-63.88871","","0.0","-125.0","4.0167759038E8","589.0","1636","58","-63.88871","-63.88871","1","-62.26152000000002","-62.26152000000002","4","0","3","59.0","593.0","3274.0","105.0","48","36","1","74","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-251.55547551999516","13.358534859166904","NaN","NaN","NaN"
"1482670040","true","2016-05-07 03:36:57.000","-62.257720000000006","-63.83904","","0.0","-125.0","4.0167760183E8","976.0","1209","56","-63.83904","-63.83904","1","-62.257720000000006","-62.257720000000006","4","0","2","89.0","208.0","7170.0","132.0","217","134","146","102","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-275.888400640005","18.89115923805299","NaN","NaN","NaN"
"1482670046","true","2016-05-07 07:24:11.000","-62.30592999999999","-63.83838","","0.0","-131.0","4.0167758737E8","1246.0","1292","58","-63.83838","-63.83838","1","-62.30592999999999","-62.30592999999999","4","0","3","70.0","705.0","7268.0","213.0","212","11","177","74","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-253.88039128000872","18.813562132426572","NaN","NaN","NaN"
"1482670047","true","2016-05-07 07:45:40.000","-62.29236000000003","-63.81681","","0.0","-131.0","4.0167758789E8","703.0","887","56","-63.81681","-63.81681","1","-62.29236000000003","-62.29236000000003","4","0","3","50.0","483.0","2525.0","195.0","48","36","1","74","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-291.08022671998947","21.184467935402303","NaN","NaN","NaN"
"1482670053","true","2016-05-07 10:15:33.000","-62.30808999999999","-63.79861","","0.0","-123.0","4.0167759115E8","199.0","467","56","-63.79861","-63.79861","3","-62.30808999999999","-62.30808999999999","4","0","3","101.0","316.0","1161.0","34.0","186","174","65","76","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-301.7628470799979","23.028894227667955","NaN","NaN","NaN"
"1482670060","true","2016-05-07 12:55:06.000","-62.39407","-63.78317","","0.0","-117.0","4.016775895E8","1412.0","306","48","-63.78317","-63.78317","1","-62.39407","-62.39407","6","2","3","96.0","714.0","11448.0","174.0","189","230","5","236","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-265.35599212000585","24.698938008188897","NaN","NaN","NaN"
"1482670085","true","2016-05-08 05:28:37.000","-62.295529999999985","-63.80431","","0.0","-131.0","4.0167759232E8","1359.0","423","48","-63.80431","-63.80431","1","-62.295529999999985","-62.295529999999985","4","0","3","76.0","662.0","3766.0","490.0","189","148","193","76","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-300.2689391200056","22.35891960276603","NaN","NaN","NaN"
"1482670088","true","2016-05-08 06:27:51.000","-62.258249999999975","-63.80053","","0.0","-125.0","4.0167759415E8","345.0","675","56","-63.80053","-63.80053","2","-62.258249999999975","-62.258249999999975","4","0","3","43.0","373.0","969.0","122.0","48","36","1","74","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-295.4920129999928","21.907102631359773","NaN","NaN","NaN"
"1482670090","true","2016-05-08 07:33:46.000","-62.254639999999995","-63.78033","","0.0","-125.0","4.0167759747E8","1151.0","468","46","-63.78033","-63.78033","1","-62.254639999999995","-62.254639999999995","4","0","3","71.0","545.0","4312.0","307.0","186","220","161","78","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-275.1306323200027","22.676378906278327","NaN","NaN","NaN"
"1482670092","true","2016-05-08 08:07:29.000","-62.236019999999996","-63.78791","","0.0","-118.0","4.0167759234E8","439.0","296","56","-63.78791","-63.78791","2","-62.236019999999996","-62.236019999999996","4","1","3","99.0","550.0","1242.0","154.0","177","214","209","78","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-279.33786895999384","21.674705190437084","NaN","NaN","NaN"
"1482670110","true","2016-05-08 21:20:41.000","-62.27945999999997","-63.84276","","0.0","-120.0","4.0167759371E8","892.0","289","46","-63.84276","-63.84276","1","-62.27945999999997","-62.27945999999997","4","0","2","78.0","502.0","3538.0","225.0","52","119","161","76","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-260.94178176001947","18.40487773955876","NaN","NaN","NaN"
"1482670112","true","2016-05-08 22:37:11.000","-62.28789999999998","-63.84513","","0.0","-124.0","4.016775945E8","653.0","351","58","-63.84513","-63.84513","1","-62.28789999999998","-62.28789999999998","5","0","3","71.0","435.0","3032.0","140.0","48","144","161","79","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-253.23640000001063","18.115959333879317","NaN","NaN","NaN"
"1482670113","true","2016-05-08 22:41:06.000","-62.27141999999998","-63.83949","","0.0","-124.0","4.0167759235E8","426.0","360","56","-63.83949","-63.83949","2","-62.27141999999998","-62.27141999999998","4","0","3","106.0","426.0","1431.0","127.0","180","86","113","78","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-269.64778848001885","18.792511622321076","NaN","NaN","NaN"
"1493197731","true","2016-05-09 10:35:02.000","-62.98655000000002","-63.56301","","0.0","-119.0","4.0167759541E8","1029.0","443","46","-63.56301","-63.56301","1","-62.98655000000002","-62.98655000000002","4","1","3","75.0","578.0","2981.0","355.0","48","144","161","79","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-348.3703956000511","29.457352473955563","NaN","NaN","NaN"
"1482669796","true","2016-05-10 00:07:35.000","-63.934469999999976","-62.95962","","0.0","-121.0","4.0167759311E8","152.0","287","58","-62.95962","-62.95962","3","-63.934469999999976","-63.934469999999976","4","0","3","77.0","252.0","321.0","71.0","59","202","177","81","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-2544.4638919194726","60.722237915391105","NaN","NaN","NaN"
"1482669797","true","2016-05-10 00:20:03.000","-63.96170000000001","-62.94573","","0.0","-122.0","4.0167759394E8","370.0","571","56","-62.94573","-62.94573","2","-63.96170000000001","-63.96170000000001","4","0","3","72.0","399.0","1337.0","102.0","53","200","33","80","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-2931.552513600054","62.74990508413486","NaN","NaN","NaN"
"1483990973","true","2016-05-10 02:07:07.000","-64.00479999999999","-62.87035","","0.0","-127.0","4.0167758433E8","563.0","785","56","-62.87035","-62.87035","1","-64.00479999999999","-64.00479999999999","4","0","3","69.0","276.0","2088.0","151.0","183","118","177","179","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3726.780127999967","69.66471613807664","NaN","NaN","NaN"
"1483990978","true","2016-05-10 03:46:44.000","-64.03032000000002","-62.76774","","0.0","-124.0","4.0167759289E8","409.0","260","56","-62.76774","-62.76774","2","-64.03032000000002","-64.03032000000002","5","0","3","86.0","468.0","907.0","184.0","186","21","1","80","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-4394.729616639968","75.91821497473234","NaN","NaN","NaN"
"1483990981","true","2016-05-10 05:28:22.000","-63.92345","-62.66089","","0.0","-119.0","4.0167758768E8","815.0","562","58","-62.66089","-62.66089","1","-63.92345","-63.92345","4","1","3","101.0","310.0","7195.0","92.0","182","172","33","80","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-4403.096540800023","76.39397632629033","NaN","NaN","NaN"
"1488478570","true","2016-05-10 11:55:02.000","-64.30041","-62.35283","","0.0","-122.0","4.0167758567E8","870.0","395","46","-62.35283","-62.35283","1","-64.30041","-64.30041","4","0","3","91.0","681.0","4460.0","169.0","185","251","97","82","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3005.8932081599974","110.5617486558696","NaN","NaN","NaN"
"1493197701","true","2016-05-11 00:17:12.000","-64.78260999999998","-61.6429","","0.0","-131.0","4.0167758753E8","751.0","487","58","-61.6429","-61.6429","1","-64.78260999999998","-64.78260999999998","6","0","3","89.0","452.0","2810.0","200.0","209","137","209","84","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3754.5994000000023","184.4123234657002","NaN","NaN","NaN"
"1493197702","true","2016-05-11 00:27:53.000","-64.78331000000003","-61.64035","","0.0","-120.0","4.0167758719E8","808.0","205","46","-61.64035","-61.64035","1","-64.78331000000003","-64.78331000000003","7","0","3","79.0","769.0","2643.0","246.0","188","166","1","84","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3755.4753999999984","184.65925095863977","NaN","NaN","NaN"
"1494830236","true","2016-05-11 01:58:23.000","-64.8621","-61.55612","","0.0","-128.0","4.0167759452E8","629.0","484","56","-61.55612","-61.55612","1","-64.8621","-64.8621","5","0","3","96.0","448.0","2164.0","182.0","181","76","81","84","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3773.9310127999915","194.64698029502938","NaN","NaN","NaN"
"1494830237","true","2016-05-11 02:00:31.000","-64.87180999999998","-61.54775","","0.0","-128.0","4.0167759154E8","249.0","319","56","-61.54775","-61.54775","3","-64.87180999999998","-64.87180999999998","5","0","3","99.0","477.0","519.0","119.0","214","85","161","84","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3775.53012199997","195.70164272170086","NaN","NaN","NaN"
"1494830242","true","2016-05-11 03:36:44.000","-64.94551000000001","-61.46952","","0.0","-125.0","4.0167759058E8","219.0","510","56","-61.46952","-61.46952","3","-64.94551000000001","-64.94551000000001","4","0","3","72.0","324.0","675.0","70.0","188","121","97","82","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3631.735800000007","205.0319911114425","NaN","NaN","NaN"
"1494830243","true","2016-05-11 05:04:53.000","-64.92725000000002","-61.38677","","0.0","-119.0","4.0167758944E8","1198.0","596","58","-61.38677","-61.38677","1","-64.92725000000002","-64.92725000000002","6","1","3","53.0","356.0","4256.0","337.0","186","72","97","86","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3521.9157480000113","211.95711796407878","NaN","NaN","NaN"
"1494830244","true","2016-05-11 05:16:13.000","-64.89105","-61.37762","","0.0","-125.0","4.0167759298E8","986.0","879","58","-61.37762","-61.37762","1","-64.89105","-64.89105","4","0","3","94.0","287.0","5153.0","188.0","211","24","193","85","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3483.5106032000035","211.6982594913877","NaN","NaN","NaN"
"1494830245","true","2016-05-11 05:18:23.000","-64.88033000000001","-61.37492","","0.0","-121.0","4.0167758956E8","327.0","282","56","-61.37492","-61.37492","2","-64.88033000000001","-64.88033000000001","5","0","3","100.0","485.0","1443.0","73.0","190","242","17","85","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3469.024515360014","211.6266053253033","NaN","NaN","NaN"
"1496709114","true","2016-05-11 06:34:17.000","-64.90996000000001","-61.2801","","0.0","-132.0","4.01677593E8","405.0","749","58","-61.2801","-61.2801","2","-64.90996000000001","-64.90996000000001","5","0","3","73.0","672.0","2401.0","68.0","191","35","145","84","1","argos-doppler-shift","Megaptera novaeangliae","131132","131132","Antarctic Humpback overlap with krill fisheries ","-3227.045862400006","221.31646905593973","NaN","NaN","NaN"
