"","long","lat","order","piece","id","group"
"1",-24.467739330653,-66.902865471089,1,"1","0","0.1"
"2",-24.5377284765778,-66.9630928214417,2,"1","0","0.1"
"3",-25.0509778164429,-66.8700385168944,3,"1","0","0.1"
"4",-25.2920211570213,-67.0708972454731,4,"1","0","0.1"
"5",-26.3126484947888,-66.8776861658012,5,"1","0","0.1"
"6",-26.565051177078,-67.0764124893317,6,"1","0","0.1"
"7",-27.5745639596944,-66.8744082594238,7,"1","0","0.1"
"8",-27.8380811971347,-67.0708972454731,8,"1","0","0.1"
"9",-28.8355008477431,-66.8602099336279,9,"1","0","0.1"
"10",-29.1098555568911,-67.0543602973721,10,"1","0","0.1"
"11",-29.6044507460049,-66.9455449859951,11,"1","0","0.1"
"12",-30.1735200296443,-67.3305987281096,12,"1","0","0.1"
"13",-30.6689266497149,-67.2181047614478,13,"1","0","0.1"
"14",-30.9637565320735,-67.408927180446,14,"1","0","0.1"
"15",-31.4568233575553,-67.2937756924795,15,"1","0","0.1"
"16",-32.0673916032605,-67.6718296596061,16,"1","0","0.1"
"17",-32.5604379811535,-67.55293502203,17,"1","0","0.1"
"18",-32.8762617522106,-67.7400829125656,18,"1","0","0.1"
"19",-33.3663660010596,-67.6185243131414,19,"1","0","0.1"
"20",-33.6900675259798,-67.8039939685467,20,"1","0","0.1"
"21",-34.1769887737929,-67.6797807250485,21,"1","0","0.1"
"22",-34.5085229876684,-67.8635213539683,22,"1","0","0.1"
"23",-35.4698721674001,-67.6083328169066,23,"1","0","0.1"
"24",-35.8111639226412,-67.7891394775824,24,"1","0","0.1"
"25",-36.2852671251388,-67.6582064953817,25,"1","0","0.1"
"26",-36.6341138759674,-67.8371702934968,26,"1","0","0.1"
"27",-37.5685920288275,-67.5687476114872,27,"1","0","0.1"
"28",-37.9264623250386,-67.7446413053261,28,"1","0","0.1"
"29",-38.3865395176852,-67.6072007432063,29,"1","0","0.1"
"30",-38.7516283349618,-67.7811454209062,30,"1","0","0.1"
"31",-39.6569442414248,-67.4999392898198,31,"1","0","0.1"
"32",-40.0302592718897,-67.6706940470702,32,"1","0","0.1"
"33",-41.3477772196937,-67.235884734291,33,"1","0","0.1"
"34",-41.7295120768164,-67.4022015939389,34,"1","0","0.1"
"35",-44.2151753970081,-66.4943829858625,35,"1","0","0.1"
"36",-44.6048629574925,-66.6527047798348,36,"1","0","0.1"
"37",-46.8965183032093,-65.7013160769352,37,"1","0","0.1"
"38",-46.507435758775,-65.5498353839518,38,"1","0","0.1"
"39",-46.8717449652887,-65.3892011260417,39,"1","0","0.1"
"40",-46.4878675288278,-65.2378310950446,40,"1","0","0.1"
"41",-46.8476102659946,-65.0774388633551,41,"1","0","0.1"
"42",-45.3603460633872,-64.4667223119708,42,"1","0","0.1"
"43",-47.0952525646238,-63.6737844978361,43,"1","0","0.1"
"44",-46.7357045889284,-63.5240585121536,44,"1","0","0.1"
"45",-47.4002144608566,-63.2033836988195,45,"1","0","0.1"
"46",-47.0454084888872,-63.0547970256543,46,"1","0","0.1"
"47",-48.0127875041833,-62.571263971593,47,"1","0","0.1"
"48",-48.3664606634298,-62.7168329377973,48,"1","0","0.1"
"49",-49.2973866639417,-62.2240547347295,49,"1","0","0.1"
"50",-49.6533515872684,-62.3657309558516,50,"1","0","0.1"
"51",-49.9554489400522,-62.1991917108173,51,"1","0","0.1"
"52",-50.3145456699448,-62.3389355206138,52,"1","0","0.1"
"53",-50.6122032293249,-62.1708082289448,53,"1","0","0.1"
"54",-50.9743232864806,-62.3086034985546,54,"1","0","0.1"
"55",-51.2674814048493,-62.1389167263942,55,"1","0","0.1"
"56",-52.0012675574953,-62.4095613588029,56,"1","0","0.1"
"57",-51.7098368077569,-62.5811813995573,57,"1","0","0.1"
"58",-53.6156481841641,-63.2441555252197,58,"1","0","0.1"
"59",-53.3256503304268,-63.4201022627779,59,"1","0","0.1"
"60",-54.1178627537958,-63.6794535326166,60,"1","0","0.1"
"61",-54.4053115009569,-63.5015420723193,61,"1","0","0.1"
"62",-54.8060927598971,-63.628482157945,62,"1","0","0.1"
"63",-55.08816978339,-63.4490883702301,63,"1","0","0.1"
"64",-56.3099324740202,-63.8197320764913,64,"1","0","0.1"
"65",-56.5834186046871,-63.6369695951865,65,"1","0","0.1"
"66",-56.9968993079236,-63.7570700544836,66,"1","0","0.1"
"67",-56.7251120151651,-63.9407910652791,67,"1","0","0.1"
"68",-57.144278049567,-64.0605704458519,68,"1","0","0.1"
"69",-30.1137331509824,-76.7178762116706,1,"1","1","1.1"
"70",-31.7989128242944,-76.4835332685329,2,"1","1","1.1"
"71",-29.8590161649231,-75.7018933533792,3,"1","1","1.1"
"72",-30.6506679570529,-75.5873555943013,4,"1","1","1.1"
"73",-29.7448812969422,-75.1946114379421,5,"1","1","1.1"
"74",-30.5102374061156,-75.0806346769481,6,"1","1","1.1"
"75",-30.0685828218625,-74.8846247706387,7,"1","1","1.1"
"76",-30.8157057517292,-74.7696504597565,8,"1","1","1.1"
"77",-30.3791260113683,-74.5743944394567,9,"1","1","1.1"
"78",-31.1088088285451,-74.4584725954148,10,"1","1","1.1"
"79",-29.4454287299256,-73.6758956950853,11,"1","1","1.1"
"80",-28.739795291688,-73.7859504311344,12,"1","1","1.1"
"81",-27.9794743884801,-73.3877257824096,13,"1","1","1.1"
"82",-27.2767633831137,-73.4926157244163,14,"1","1","1.1"
"83",-26.9165546169513,-73.2912816506943,15,"1","1","1.1"
"84",-26.2113780178315,-73.3924074156143,16,"1","1","1.1"
"85",-25.529697990533,-72.9856215267558,17,"1","1","1.1"
"86",-24.8293465881496,-73.0817574664181,18,"1","1","1.1"
"87",-24.1932089872888,-72.6707295323861,19,"1","1","1.1"
"88",-23.4985656759521,-72.7620068580652,20,"1","1","1.1"
"89",-22.6198649480404,-72.139210060469,21,"1","1","1.1"
"90",-21.9384804677065,-72.2246887072985,22,"1","1","1.1"
"91",-21.1398248086577,-71.5959760220551,23,"1","1","1.1"
"92",-21.8014094863518,-71.5135886433885,24,"1","1","1.1"
"93",-21.0375110254218,-70.8855782425406,25,"1","1","1.1"
"94",-21.6746491190241,-70.8037715071061,26,"1","1","1.1"
"95",-21.4252937980874,-70.5949205607562,27,"1","1","1.1"
"96",-23.8951614150704,-70.2490757470523,28,"1","1","1.1"
"97",-22.8645081218997,-69.4266768880716,29,"1","1","1.1"
"98",-22.275897848259,-69.512550539877,30,"1","1","1.1"
"99",-21.3457866490898,-68.6826030220606,31,"1","1","1.1"
"100",-21.9148663271917,-68.6003417480079,32,"1","1","1.1"
"101",-22.1451800382233,-68.8072488550741,33,"1","1","1.1"
"102",-24.3937393861632,-68.4545513407544,34,"1","1","1.1"
"103",-23.1985905136482,-67.4358516029878,35,"1","1","1.1"
"104",-23.7283910759525,-67.3473582798394,36,"1","1","1.1"
"105",-23.4308260859971,-67.083064585844,37,"1","1","1.1"
"106",-78.1785116593928,-69.9223784476529,1,"1","2","2.1"
"107",-78.3106308245608,-69.7031100453587,2,"1","2","2.1"
"108",-79.5792876032055,-69.7889898623487,3,"1","2","2.1"
"109",-79.4608162713718,-70.0092763700655,4,"1","2","2.1"
"110",-80.1060793302646,-70.0490271658768,5,"1","2","2.1"
"111",-80.2175929681927,-69.8282721301457,6,"1","2","2.1"
"112",-84.0938588862295,-70.0118383639894,7,"1","2","2.1"
"113",-84.1605076884826,-69.7889898623487,8,"1","2","2.1"
"114",-84.8055710922652,-69.8105215242037,9,"1","2","2.1"
"115",-84.8636215075723,-69.587541412752,10,"1","2","2.1"
"116",-85.5028483853322,-69.6063357802542,11,"1","2","2.1"
"117",-85.5526151499095,-69.3832659149078,12,"1","2","2.1"
"118",-86.1859251657096,-69.3993784162941,13,"1","2","2.1"
"119",-86.2277163906202,-69.1762585390026,14,"1","2","2.1"
"120",-86.855042535302,-69.1897442453132,15,"1","2","2.1"
"121",-86.9225446005756,-68.7436279233722,16,"1","2","2.1"
"122",-88.1523897340054,-68.7628123680786,17,"1","2","2.1"
"123",-88.172031755695,-68.5397608988467,18,"1","2","2.1"
"124",-90.974205099202,-68.5474063246983,19,"1","2","2.1"
"125",-90.7252242990592,-71.9124147654877,1,"1","6","6.1"
"126",-85.6567600483106,-71.8625833993699,2,"1","6","6.1"
"127",-85.6012946450045,-72.0872665036425,3,"1","6","6.1"
"128",-82.6942404666892,-71.9953157360147,4,"1","6","6.1"
"129",-82.7857379607932,-71.7718382559034,5,"1","6","6.1"
"130",-78.5506620115,-71.5526387862598,6,"1","6","6.1"
"131",-78.4078245897089,-71.7732524479069,7,"1","6","6.1"
"132",-77.0053832080835,-71.6773523169083,8,"1","6","6.1"
"133",-77.1643905135986,-71.4579549785546,9,"1","6","6.1"
"134",-76.476839349584,-71.4066520577109,10,"1","6","6.1"
"135",-76.6397815552355,-71.1878887421049,11,"1","6","6.1"
"136",-72.3498757800699,-68.9193910241266,1,"1","18","18.1"
"137",-72.7185016281834,-68.493559977343,2,"1","18","18.1"
"138",-74.4758890032457,-68.6826030220606,3,"1","18","18.1"
"139",-74.3100070709161,-68.8976354659302,4,"1","18","18.1"
"140",-75.5102374061156,-69.0139486706771,5,"1","18","18.1"
"141",-75.352624727637,-69.2302584053401,6,"1","18","18.1"
"142",-74.7448812969422,-69.1725822644649,7,"1","18","18.1"
"143",-74.5778386812613,-69.3882221534563,8,"1","18","18.1"
"144",-75.1916229609576,-69.4465550037579,9,"1","18","18.1"
"145",-75.0271242332131,-69.6628316714166,10,"1","18","18.1"
